Student_ID,Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Parental_Education,Dropout,Department_Arts,Department_Business,Department_CS,Department_Engineering,Department_Science
5541,24.7,Female,70184.0,1,5.83,91.5,2,14.8,1,0,6.2,4.0,3.87,3.91,Year 4,2,0,False,False,False,False,True
5542,24.7,Female,51813.0,1,5.43,89.9,0,24.0,1,0,5.2,2.05,2.07,2.07,Year 2,1,0,False,True,False,False,False
5543,23.7,Male,25000.0,1,4.53,83.5,4,19.8,1,1,3.3,2.65,2.78,2.81,Year 2,3,1,False,True,False,False,False
5544,20.6,Male,25000.0,1,5.77,91.4,1,41.0,1,0,3.2,2.3,2.23,2.23,Year 4,1,0,False,False,False,False,True
5545,20.2,Male,36905.0,1,2.38,87.8,2,45.0,1,0,4.9,4.0,3.79,3.8,Year 4,2,0,False,False,True,False,False
5546,17.3,Female,25000.0,1,3.23,78.5,1,24.6,0,0,3.0,2.95,2.87,2.83,Year 4,0,0,True,False,False,False,False
5547,25.5,Female,43013.0,1,3.86,67.5,2,14.7,0,0,4.8,4.0,4.0,4.0,Year 1,2,0,False,False,True,False,False
5549,19.9,Female,59358.0,1,4.97,92.1,5,31.1,0,1,3.4,4.0,4.0,4.0,Year 4,0,0,True,False,False,False,False
5550,23.9,Male,25000.0,1,5.04,81.8,0,30.4,0,1,7.0,1.81,1.96,1.99,Year 2,0,0,False,False,True,False,False
5552,21.9,Female,25000.0,1,2.67,76.7,3,20.0,0,1,7.5,0.36,0.04,0.01,Year 2,2,1,False,True,False,False,False
5553,20.6,Male,25000.0,1,6.3,82.5,3,49.5,0,0,6.7,2.16,2.26,2.25,Year 4,0,0,False,False,True,False,False
5554,22.4,Female,62369.0,1,4.44,89.3,2,22.6,0,1,6.3,1.43,1.46,1.46,Year 1,0,0,False,False,True,False,False
5555,20.9,Female,66265.0,1,1.93,75.5,3,20.0,0,0,5.9,1.58,1.73,1.7,Year 3,1,1,True,False,False,False,False
5556,17.8,Female,25000.0,1,2.44,82.8,4,43.8,0,0,6.2,0.89,1.23,1.22,Year 2,1,1,False,False,False,False,True
5558,23.3,Male,25000.0,1,6.15,96.5,1,36.1,0,1,5.5,2.42,2.18,2.18,Year 1,0,0,False,False,False,True,False
5559,20.9,Female,35351.0,1,2.87,64.1,0,19.5,0,1,5.8,2.68,2.26,2.26,Year 1,2,1,False,False,False,False,True
5561,18.7,Female,41483.0,0,5.42,96.4,3,38.8,0,0,2.6,3.86,3.95,3.9,Year 4,1,0,True,False,False,False,False
5562,20.9,Male,66475.0,1,5.16,89.2,4,16.6,0,1,5.9,4.0,3.83,3.83,Year 1,0,0,False,False,True,False,False
5563,19.6,Male,40592.0,1,3.27,82.4,1,23.6,0,0,7.4,2.97,3.2,3.05,Year 3,1,0,True,False,False,False,False
5564,22.6,Female,30238.0,1,4.66,86.2,1,19.1,0,1,4.4,3.96,4.0,3.98,Year 4,1,0,False,True,False,False,False
5565,21.1,Female,25000.0,1,3.67,79.5,1,23.7,0,0,5.3,1.62,1.45,1.45,Year 2,1,0,False,False,False,True,False
5566,22.5,Male,25000.0,1,4.81,76.7,1,49.2,0,0,2.1,4.0,3.56,3.58,Year 4,0,0,False,True,False,False,False
5567,23.4,Male,48341.0,1,3.6,87.8,5,33.1,1,0,5.6,1.77,1.49,1.47,Year 3,1,1,False,False,False,False,True
5568,22.5,Female,25000.0,1,4.69,81.2,5,53.4,0,0,2.8,4.0,3.86,3.85,Year 4,1,0,False,False,True,False,False
5569,21.6,Male,57727.0,1,4.03,88.9,5,47.8,0,1,4.5,1.9,1.53,1.5,Year 4,1,1,True,False,False,False,False
5570,18.8,Male,25117.0,1,3.23,77.6,5,43.6,0,0,5.4,4.0,4.0,4.0,Year 4,1,0,False,False,True,False,False
5571,21.0,Male,25000.0,0,5.21,87.7,4,47.5,1,0,4.4,4.0,4.0,3.95,Year 2,1,0,False,True,False,False,False
5572,19.8,Male,25000.0,1,4.09,84.5,1,43.9,1,0,5.2,2.19,2.05,2.05,Year 3,1,0,False,False,True,False,False
5574,20.2,Male,29473.0,1,4.67,93.8,1,36.5,1,1,5.4,1.52,1.02,1.0,Year 3,2,0,False,False,True,False,False
5575,18.8,Male,77131.0,1,3.95,70.7,2,38.2,1,1,5.8,1.47,1.36,1.41,Year 4,0,0,False,False,False,False,True
5576,17.0,Male,25000.0,0,5.53,92.6,0,37.9,0,0,2.1,4.0,3.75,3.81,Year 3,1,0,False,False,False,True,False
5577,19.5,Male,25000.0,0,4.33,85.6,2,24.7,0,0,5.2,4.0,4.0,3.99,Year 3,1,0,False,True,False,False,False
5578,21.4,Female,28132.0,1,4.61,87.1,4,40.2,0,0,1.5,3.77,4.0,3.99,Year 2,0,0,False,False,False,True,False
5579,18.0,Male,25000.0,1,3.62,78.1,2,45.1,0,1,4.8,1.06,1.02,0.97,Year 4,1,1,True,False,False,False,False
5580,21.0,Female,29842.0,1,3.4,79.0,3,22.8,0,1,8.8,0.0,0.48,0.38,Year 4,2,1,False,False,False,True,False
5581,25.2,Male,36015.0,1,4.24,82.0,2,19.7,0,0,7.2,0.24,0.52,0.49,Year 2,0,0,False,False,False,False,True
5582,23.3,Male,39763.0,1,2.84,71.7,2,23.4,0,0,2.9,1.35,1.53,1.52,Year 4,0,1,False,False,False,False,True
5583,24.6,Male,73402.0,1,4.2,86.6,3,46.3,1,0,4.5,1.96,2.03,2.02,Year 4,0,0,False,False,False,True,False
5584,21.9,Male,25000.0,1,4.27,79.1,3,27.2,1,0,5.2,2.67,2.61,2.65,Year 2,1,0,False,True,False,False,False
5585,23.6,Female,36412.0,1,2.67,65.0,1,16.8,0,0,6.4,1.27,1.19,1.19,Year 1,1,1,False,False,True,False,False
5586,19.4,Male,25000.0,1,5.68,97.1,2,17.5,0,1,7.0,3.34,3.24,3.24,Year 1,0,0,True,False,False,False,False
5587,19.6,Female,38484.0,0,5.89,84.1,2,19.2,0,0,8.4,0.03,0.3,0.3,Year 1,2,1,False,False,False,False,True
5588,17.0,Male,38515.0,1,5.78,84.6,1,21.4,1,1,3.8,1.46,1.86,1.79,Year 3,1,1,False,False,False,False,True
5589,23.6,Male,25000.0,1,3.78,76.5,0,13.2,0,0,5.9,3.38,3.65,3.59,Year 4,1,0,False,False,False,False,True
5591,19.8,Female,40416.0,1,3.56,87.9,3,27.7,1,0,6.2,2.52,2.22,2.29,Year 4,2,0,False,False,False,True,False
5592,20.4,Male,30153.0,1,4.97,70.4,2,36.4,0,0,6.4,4.0,4.0,4.0,Year 1,0,0,False,False,True,False,False
5593,19.3,Male,26062.0,1,3.78,86.8,2,5.0,0,1,5.5,2.92,3.79,3.86,Year 4,0,0,True,False,False,False,False
5594,21.8,Male,44125.0,1,4.29,73.5,0,42.9,1,1,6.7,0.97,0.88,0.92,Year 4,1,1,False,False,True,False,False
5595,23.5,Male,46121.0,1,4.48,71.7,3,29.0,1,0,3.9,1.64,1.25,1.16,Year 4,0,1,False,False,False,False,True
5596,17.2,Female,25000.0,1,2.58,75.0,2,36.0,1,0,3.1,1.03,0.66,0.66,Year 2,0,1,False,True,False,False,False
5597,21.9,Female,25000.0,1,3.96,98.8,1,48.3,0,1,3.8,4.0,4.0,4.0,Year 2,2,0,False,False,False,False,True
5598,20.4,Female,25000.0,1,5.2,88.3,1,34.4,0,0,6.2,3.52,4.0,4.0,Year 1,2,0,False,False,False,True,False
5599,21.2,Female,30335.0,1,8.98,81.9,1,55.3,1,1,7.9,1.9,1.46,1.46,Year 1,1,1,False,False,True,False,False
5600,22.0,Female,25000.0,1,1.71,95.6,2,7.4,0,0,4.0,2.18,1.42,1.41,Year 4,0,0,False,False,False,True,False
5601,20.6,Male,31560.0,1,3.18,74.6,1,26.2,1,0,4.3,0.36,0.36,0.3,Year 2,1,1,False,False,False,True,False
5602,20.8,Female,61704.0,1,3.23,73.8,0,8.4,1,1,5.7,3.28,3.52,3.5,Year 2,0,0,False,True,False,False,False
5603,20.5,Male,25000.0,1,2.39,74.7,1,33.8,1,1,10.0,1.35,1.0,1.0,Year 1,2,0,False,False,True,False,False
5604,23.1,Male,25000.0,1,6.55,97.0,1,30.9,1,0,4.7,3.6,3.23,3.17,Year 3,0,0,False,False,False,True,False
5605,21.9,Female,98588.0,1,3.96,88.9,4,16.9,1,0,7.2,2.68,2.8,2.86,Year 4,0,0,True,False,False,False,False
5606,21.5,Female,73557.0,1,3.79,75.5,3,56.1,1,0,5.2,2.76,2.76,2.83,Year 4,2,1,False,False,False,False,True
5607,18.2,Female,25000.0,1,4.82,76.5,1,25.7,0,1,4.5,2.5,2.84,2.82,Year 2,2,0,False,False,False,False,True
5608,20.2,Female,32319.0,1,3.24,84.3,1,5.0,1,0,3.1,4.0,3.67,3.7,Year 4,1,0,False,False,False,True,False
5609,23.0,Male,36214.0,0,4.96,72.9,2,38.2,1,0,5.0,2.06,1.56,1.56,Year 1,0,1,True,False,False,False,False
5610,21.1,Male,33597.0,1,3.25,80.6,1,38.3,1,1,7.0,3.23,2.92,2.86,Year 2,1,0,False,True,False,False,False
5611,22.5,Male,88327.0,1,5.81,74.1,4,24.2,1,0,3.9,1.93,2.19,2.19,Year 1,1,0,False,False,False,True,False
5612,24.9,Female,31330.0,1,4.18,81.4,1,39.5,1,0,5.7,3.53,3.56,3.57,Year 4,0,0,False,True,False,False,False
5613,23.3,Female,34281.0,1,5.81,88.5,3,18.6,1,1,4.0,3.83,3.44,3.44,Year 1,1,0,False,True,False,False,False
5614,21.2,Male,44945.0,1,4.81,95.9,1,25.0,0,0,4.7,2.67,2.4,2.5,Year 4,1,0,True,False,False,False,False
5615,19.9,Male,60715.0,1,0.97,69.5,1,34.7,0,1,2.8,2.13,2.27,2.27,Year 1,1,0,False,True,False,False,False
5616,17.0,Male,52164.0,1,2.42,86.8,2,41.1,0,0,9.7,3.03,3.18,3.14,Year 3,0,0,True,False,False,False,False
5617,20.6,Female,41063.0,1,6.14,87.4,1,27.3,0,1,6.1,1.71,1.95,1.92,Year 2,2,0,False,False,True,False,False
5618,20.3,Female,25000.0,1,3.6,80.1,2,24.2,0,1,4.9,3.26,3.49,3.49,Year 1,1,0,True,False,False,False,False
5619,21.9,Male,25000.0,1,1.7,77.3,1,29.5,0,0,7.8,1.53,1.52,1.62,Year 4,1,0,False,False,True,False,False
5620,20.7,Female,48613.0,0,3.36,77.3,2,5.4,0,0,5.3,2.71,2.4,2.4,Year 1,2,0,False,False,False,True,False
5621,20.3,Female,34553.0,1,3.54,67.2,3,26.6,0,0,6.3,1.9,1.83,1.82,Year 4,0,0,False,True,False,False,False
5622,17.1,Male,48809.0,1,5.66,88.2,2,6.2,0,0,8.3,1.5,1.59,1.59,Year 1,2,1,False,False,True,False,False
5623,18.9,Female,92254.0,0,2.93,75.9,0,19.9,1,0,8.2,1.82,1.86,1.86,Year 1,2,0,False,False,False,False,True
5624,22.0,Male,25000.0,1,3.86,68.7,1,12.9,1,0,3.4,1.98,1.9,1.95,Year 2,1,0,False,True,False,False,False
5625,24.8,Male,58850.0,1,5.44,84.6,3,36.3,1,0,5.5,3.24,3.26,3.31,Year 3,0,0,False,False,True,False,False
5626,20.8,Male,25000.0,1,3.4,84.5,4,21.2,0,0,7.8,1.2,1.76,1.76,Year 1,1,0,False,False,False,True,False
5627,21.7,Female,52115.0,1,2.91,88.8,0,44.9,0,1,3.6,3.8,3.75,3.75,Year 1,1,0,False,True,False,False,False
5628,23.1,Female,29006.0,1,4.5,96.5,1,7.8,0,0,5.0,1.75,1.62,1.62,Year 1,1,0,False,True,False,False,False
5629,19.2,Male,106532.0,1,5.03,82.3,3,27.1,0,0,5.0,2.86,2.77,2.77,Year 1,3,0,False,False,False,True,False
5630,21.8,Female,32146.0,1,3.92,79.6,0,31.0,0,0,6.4,2.4,2.6,2.55,Year 2,0,1,False,False,False,True,False
5631,19.4,Male,25000.0,1,4.83,78.9,1,35.9,0,1,6.9,2.67,2.75,2.74,Year 2,2,0,False,False,False,True,False
5632,22.9,Female,38251.0,1,3.32,79.6,2,55.8,0,1,7.6,0.6,0.3,0.32,Year 4,0,1,True,False,False,False,False
5633,21.3,Female,36111.0,1,1.45,76.1,1,6.4,0,0,5.6,0.1,0.26,0.26,Year 1,2,1,False,False,True,False,False
5634,21.7,Male,58857.0,1,5.15,78.5,3,20.9,1,0,3.6,2.97,2.94,3.0,Year 2,2,1,False,False,False,False,True
5635,19.3,Male,38903.0,1,2.7,76.2,1,54.0,0,0,4.9,2.23,3.05,3.08,Year 2,0,0,False,False,False,True,False
5637,25.6,Male,27810.0,1,4.31,95.9,2,35.3,0,0,4.3,3.9,3.84,3.83,Year 3,0,0,True,False,False,False,False
5638,18.8,Female,28008.0,1,5.26,93.1,0,18.7,0,0,6.8,2.42,2.6,2.61,Year 3,3,1,False,True,False,False,False
5639,20.3,Male,25000.0,1,3.9,67.1,4,13.3,0,0,2.9,2.7,2.42,2.42,Year 1,2,0,False,False,True,False,False
5640,21.5,Female,31301.0,1,3.35,84.5,2,20.2,0,1,4.5,2.16,2.44,2.46,Year 4,3,0,False,False,True,False,False
5641,22.7,Male,34154.0,1,5.93,81.5,2,53.7,0,0,7.1,3.9,3.91,3.91,Year 1,2,1,True,False,False,False,False
5642,19.8,Male,35197.0,1,3.6,83.2,1,16.0,1,0,6.7,0.71,0.83,0.78,Year 3,0,0,False,False,True,False,False
5643,17.0,Male,30956.0,1,3.67,70.4,1,26.4,0,0,4.1,2.27,2.87,2.87,Year 1,2,0,False,False,False,True,False
5644,24.0,Female,25000.0,1,1.95,67.2,0,26.9,1,1,3.9,0.81,0.47,0.46,Year 2,3,0,False,False,False,False,True
5646,17.2,Male,25000.0,1,5.88,79.0,3,43.5,1,0,6.2,2.57,2.17,2.17,Year 1,3,0,False,False,False,False,True
5647,19.7,Female,58978.0,0,2.11,77.6,1,31.3,1,0,4.0,3.77,3.57,3.57,Year 1,1,0,False,False,False,False,True
5648,24.5,Female,67109.0,1,3.08,80.3,0,5.0,0,0,5.4,2.84,3.38,3.51,Year 3,0,0,False,True,False,False,False
5649,24.2,Male,28391.0,1,3.95,86.8,3,19.3,1,0,7.5,2.13,2.57,2.57,Year 1,0,0,True,False,False,False,False
5650,23.1,Female,25000.0,1,4.7,89.1,2,15.6,0,1,3.9,4.0,3.83,3.73,Year 4,2,0,False,True,False,False,False
5652,21.2,Male,104297.0,1,4.05,74.9,2,18.9,0,0,5.9,3.74,4.0,3.99,Year 3,0,0,True,False,False,False,False
5653,20.7,Male,54143.0,1,3.14,83.2,2,50.2,1,0,3.1,2.93,2.46,2.46,Year 4,1,0,False,False,False,False,True
5656,19.2,Male,74932.0,1,5.48,83.2,0,57.1,0,0,1.0,4.0,3.92,3.97,Year 3,0,0,True,False,False,False,False
5657,23.2,Male,25000.0,1,6.63,71.1,1,18.7,0,0,5.6,2.27,2.63,2.58,Year 4,1,0,False,False,False,True,False
5658,20.9,Male,25000.0,1,4.96,64.4,0,10.6,0,0,6.6,1.54,1.84,1.87,Year 4,0,1,False,False,False,True,False
5659,24.0,Female,25000.0,1,3.23,100.0,1,32.2,0,0,9.0,2.08,2.5,2.55,Year 4,1,0,False,True,False,False,False
5660,19.5,Male,42288.0,1,4.38,84.2,0,41.4,0,0,6.6,4.0,3.69,3.67,Year 3,0,0,False,False,True,False,False
5661,20.9,Male,32731.0,1,2.49,73.9,5,22.0,0,0,3.7,3.24,3.3,3.28,Year 2,2,0,False,False,True,False,False
5662,19.0,Female,46807.0,1,2.76,64.9,2,30.4,0,0,4.7,0.0,0.28,0.26,Year 4,1,1,True,False,False,False,False
5664,17.7,Male,67722.0,1,4.76,74.4,1,43.4,0,0,6.3,2.13,1.76,1.76,Year 2,2,0,False,False,True,False,False
5665,19.9,Male,28521.0,1,4.48,74.4,5,23.0,1,1,7.4,1.57,1.74,1.74,Year 1,0,1,False,False,False,True,False
5667,22.5,Male,60916.0,1,7.06,83.1,0,18.8,0,0,5.1,0.21,0.57,0.62,Year 4,1,1,False,True,False,False,False
5668,22.6,Female,58051.0,1,4.74,87.1,1,12.6,1,0,5.4,2.06,2.18,2.17,Year 4,1,1,True,False,False,False,False
5669,17.2,Female,36920.0,1,3.85,79.6,2,46.3,0,0,7.2,2.63,2.44,2.49,Year 3,1,0,True,False,False,False,False
5670,23.9,Male,48611.0,1,4.11,73.6,2,5.0,0,0,4.7,2.12,2.36,2.36,Year 1,1,0,False,False,False,False,True
5671,26.5,Male,84541.0,1,3.21,100.0,2,32.3,0,0,6.6,1.76,1.38,1.44,Year 4,0,0,False,True,False,False,False
5672,21.1,Female,40464.0,1,2.88,78.1,0,25.6,0,1,5.5,2.49,3.1,3.08,Year 4,1,0,False,False,False,False,True
5673,19.6,Female,25000.0,1,7.21,82.1,3,36.6,0,0,3.3,4.0,3.55,3.47,Year 2,1,0,False,False,False,False,True
5674,27.2,Male,42185.0,1,2.9,70.0,2,21.8,1,0,5.5,1.74,1.73,1.77,Year 4,1,0,False,False,False,False,True
5676,21.0,Female,25000.0,1,3.57,90.7,2,27.3,0,0,5.5,3.27,3.36,3.38,Year 2,1,0,False,False,False,True,False
5677,21.4,Male,39230.0,1,3.08,75.1,1,47.4,1,0,4.9,0.12,0.0,0.0,Year 4,2,0,False,True,False,False,False
5678,24.0,Female,31888.0,1,4.02,67.3,0,32.6,1,0,8.1,1.91,1.69,1.64,Year 3,1,0,True,False,False,False,False
5679,21.8,Female,59507.0,1,3.45,78.9,1,17.4,1,0,6.2,3.82,3.67,3.67,Year 1,2,0,False,False,False,True,False
5680,19.9,Female,25000.0,0,3.83,97.2,0,36.5,1,0,3.0,3.71,4.0,3.94,Year 3,1,0,True,False,False,False,False
5681,18.9,Female,25000.0,1,3.58,76.9,1,35.0,0,0,5.0,1.99,2.21,2.25,Year 3,1,0,False,False,True,False,False
5682,20.2,Male,32899.0,1,3.7,100.0,3,28.7,1,0,6.0,2.48,2.21,2.18,Year 3,0,0,False,False,True,False,False
5683,18.8,Male,37351.0,1,2.0,77.5,1,21.0,1,1,5.9,1.25,0.83,0.75,Year 3,1,1,False,True,False,False,False
5685,19.8,Female,30104.0,0,3.84,77.9,0,18.4,0,0,5.2,3.34,3.37,3.35,Year 2,1,0,True,False,False,False,False
5686,17.7,Female,25000.0,1,3.65,67.0,1,19.7,1,0,5.1,3.85,4.0,4.0,Year 2,2,0,False,False,False,True,False
5687,23.8,Male,27355.0,0,3.66,76.2,1,36.3,1,1,5.5,2.73,2.84,2.84,Year 3,0,1,True,False,False,False,False
5688,19.9,Female,25000.0,1,5.2,85.1,1,27.5,1,1,6.9,1.78,1.91,1.92,Year 4,2,0,False,True,False,False,False
5689,18.2,Male,56592.0,0,3.34,78.3,2,6.4,1,0,4.3,3.46,3.26,3.26,Year 1,0,0,False,False,False,False,True
5690,20.6,Male,37332.0,1,5.32,90.8,3,18.5,1,0,5.4,2.92,3.31,3.21,Year 3,0,0,False,True,False,False,False
5691,21.2,Male,25165.0,1,6.62,77.7,5,34.9,0,0,5.9,2.48,1.97,1.97,Year 3,2,1,False,False,True,False,False
5692,17.2,Male,83644.0,1,3.16,70.1,4,26.8,1,0,4.5,0.99,1.3,1.37,Year 3,2,0,False,False,False,False,True
5693,21.7,Male,25302.0,1,4.49,83.2,0,28.8,1,0,6.3,3.25,2.74,2.77,Year 4,1,0,False,True,False,False,False
5695,24.8,Male,26899.0,0,4.07,81.8,3,35.5,0,1,1.8,4.0,3.95,3.95,Year 3,0,0,False,False,False,True,False
5696,22.2,Male,79118.0,1,1.9,71.8,5,31.4,1,0,5.6,1.6,1.09,1.09,Year 1,0,0,True,False,False,False,False
5697,20.1,Male,31323.0,1,5.15,84.1,0,5.0,0,0,8.1,3.5,3.34,3.24,Year 4,1,0,True,False,False,False,False
5698,19.4,Male,31884.0,1,3.51,93.1,2,29.3,0,1,8.2,2.63,2.4,2.4,Year 1,0,0,False,False,True,False,False
5699,20.8,Female,27339.0,1,5.51,71.5,3,23.8,0,1,6.7,0.97,0.93,0.87,Year 4,2,0,False,False,False,True,False
5700,22.3,Male,33453.0,1,3.98,66.7,1,30.4,0,1,7.8,1.28,1.69,1.69,Year 1,0,0,False,False,True,False,False
5701,20.9,Male,61067.0,1,5.48,69.6,5,42.8,0,1,5.2,1.78,2.06,2.04,Year 4,1,0,True,False,False,False,False
5702,20.5,Female,49390.0,1,4.67,81.8,3,17.1,0,0,6.5,2.15,2.18,2.17,Year 3,0,0,False,False,False,False,True
5703,21.1,Female,30238.0,1,4.99,69.1,2,30.8,0,0,5.8,2.71,2.89,2.89,Year 1,0,1,False,False,True,False,False
5705,20.2,Female,50201.0,1,3.82,84.9,6,26.3,1,1,8.8,2.14,1.61,1.53,Year 4,2,1,False,True,False,False,False
5706,17.0,Female,25000.0,0,3.53,84.9,1,14.3,0,1,7.3,1.61,1.56,1.56,Year 1,1,0,False,False,True,False,False
5707,23.1,Male,25000.0,1,4.58,100.0,3,15.6,0,0,4.9,2.65,2.78,2.75,Year 2,1,0,False,False,True,False,False
5708,21.7,Female,25000.0,1,4.91,67.1,1,29.6,1,0,8.3,0.5,0.26,0.32,Year 4,1,1,False,False,False,False,True
5709,19.3,Female,38102.0,1,3.99,68.3,0,22.6,0,1,5.9,0.95,1.04,0.98,Year 4,0,1,False,True,False,False,False
5710,25.2,Female,42545.0,1,5.01,92.2,1,6.9,1,0,6.7,2.01,1.76,1.77,Year 3,2,0,False,False,False,False,True
5711,21.2,Female,67204.0,0,3.04,86.3,3,20.4,0,0,5.1,1.89,2.64,2.67,Year 2,2,0,False,True,False,False,False
5712,18.7,Female,25000.0,0,4.33,91.2,0,14.4,0,0,6.8,1.91,2.0,2.0,Year 1,1,0,True,False,False,False,False
5713,22.9,Male,25000.0,0,5.49,65.7,4,39.0,0,1,6.2,1.9,2.11,2.16,Year 3,1,1,True,False,False,False,False
5714,21.9,Male,25000.0,1,4.33,71.1,5,12.2,0,0,7.5,1.28,0.99,0.96,Year 2,2,1,False,False,True,False,False
5715,21.9,Female,25000.0,1,3.85,89.8,3,47.0,0,0,4.6,0.88,0.73,0.77,Year 4,0,1,True,False,False,False,False
5716,20.1,Female,25000.0,1,5.18,80.7,4,55.9,1,0,7.2,3.59,3.29,3.32,Year 4,1,0,False,False,False,False,True
5717,22.0,Male,37048.0,1,6.05,92.5,1,21.1,0,1,1.1,4.0,2.95,2.96,Year 4,1,0,False,False,False,False,True
5718,20.4,Female,47232.0,1,4.78,78.7,3,22.6,1,0,4.4,1.28,1.47,1.47,Year 1,1,0,False,False,False,False,True
5719,22.2,Female,25000.0,1,1.95,80.3,0,41.3,0,0,3.1,2.42,2.61,2.55,Year 2,0,1,False,False,False,False,True
5720,17.0,Male,25000.0,1,3.0,100.0,0,43.0,0,1,6.1,2.76,2.41,2.41,Year 1,2,0,False,False,False,True,False
5721,20.0,Female,25000.0,1,5.33,73.7,0,24.1,1,0,7.2,2.35,2.55,2.64,Year 4,0,0,False,True,False,False,False
5722,24.8,Female,33813.0,1,3.38,87.9,3,24.7,1,0,5.5,3.19,3.14,3.14,Year 1,1,0,True,False,False,False,False
5723,19.3,Male,25000.0,1,4.11,69.5,3,24.8,0,1,7.9,0.0,0.35,0.24,Year 3,1,0,False,True,False,False,False
5724,19.7,Female,80646.0,1,3.33,75.1,4,19.8,1,1,4.1,1.3,1.25,1.23,Year 4,1,0,True,False,False,False,False
5725,20.0,Male,38021.0,1,5.13,87.9,0,40.9,1,1,3.0,3.72,3.87,3.87,Year 1,1,0,False,False,False,True,False
5726,18.3,Male,26826.0,0,4.69,70.7,0,31.9,0,1,6.8,1.66,1.99,1.99,Year 1,1,1,False,False,False,True,False
5727,17.0,Male,25000.0,1,3.18,89.0,0,21.3,0,1,7.6,1.27,0.96,0.87,Year 4,0,0,False,False,True,False,False
5729,21.3,Male,25000.0,1,5.19,74.2,0,25.5,0,0,8.8,1.35,1.15,1.15,Year 1,2,0,False,True,False,False,False
5730,20.9,Male,25000.0,1,4.78,81.1,3,60.0,0,1,6.4,2.36,2.16,2.15,Year 3,1,0,False,True,False,False,False
5731,20.7,Female,25000.0,1,4.32,77.3,4,27.0,0,0,6.2,2.54,2.12,2.15,Year 4,1,0,False,True,False,False,False
5732,21.1,Male,25000.0,1,8.82,76.3,2,38.9,0,1,4.7,3.44,3.39,3.47,Year 2,2,0,False,False,False,False,True
5733,23.3,Female,37282.0,1,2.17,78.0,3,35.2,1,0,3.2,2.42,2.78,2.85,Year 3,2,0,False,False,True,False,False
5734,20.6,Female,40480.0,1,3.63,70.9,1,28.2,1,1,5.0,2.6,2.6,2.54,Year 4,1,0,False,False,False,False,True
5735,19.7,Female,25000.0,1,4.01,67.9,2,35.3,0,0,8.3,1.75,1.66,1.67,Year 2,2,1,True,False,False,False,False
5737,22.3,Male,25000.0,1,3.67,86.0,3,59.8,0,0,4.8,2.71,3.22,3.22,Year 1,0,0,False,False,False,False,True
5738,24.1,Male,30789.0,1,5.49,85.5,1,28.8,0,0,3.9,1.68,1.23,1.2,Year 4,3,0,True,False,False,False,False
5739,19.6,Female,26078.0,1,3.27,75.7,2,5.0,0,0,6.5,1.24,1.25,1.31,Year 4,1,0,False,False,False,False,True
5740,21.2,Female,25000.0,1,4.62,81.0,1,56.3,1,0,3.5,3.71,4.0,4.0,Year 1,2,0,False,True,False,False,False
5741,21.7,Male,25000.0,1,5.15,93.1,2,23.9,0,1,6.1,1.68,1.34,1.29,Year 4,2,0,True,False,False,False,False
5743,21.0,Male,25970.0,0,5.03,79.9,1,23.5,0,0,5.0,3.75,3.72,3.71,Year 2,0,0,False,True,False,False,False
5744,17.8,Female,25000.0,1,5.89,97.5,2,22.8,0,1,6.7,2.82,2.9,2.83,Year 4,1,0,False,False,False,False,True
5745,17.1,Female,25000.0,1,3.9,85.1,0,16.6,1,0,3.8,3.54,3.53,3.52,Year 2,0,0,False,True,False,False,False
5746,21.8,Female,25000.0,1,2.75,89.2,3,6.0,0,0,5.5,3.65,3.65,3.65,Year 4,1,0,False,True,False,False,False
5747,20.2,Female,25006.0,0,3.63,87.7,1,21.4,0,1,2.8,1.84,1.73,1.73,Year 1,1,1,False,False,False,True,False
5748,21.4,Female,25000.0,1,3.92,86.0,1,36.2,1,0,5.3,3.44,3.33,3.33,Year 1,0,0,False,False,False,False,True
5749,21.0,Male,26417.0,1,5.28,76.2,3,10.2,0,0,6.4,0.92,1.12,1.12,Year 1,1,0,False,False,True,False,False
5751,20.9,Female,25000.0,1,4.87,87.4,1,57.8,0,1,7.5,3.4,3.25,3.25,Year 1,0,0,False,False,True,False,False
5752,18.3,Female,26175.0,1,4.76,86.2,0,33.4,0,0,6.7,0.77,0.96,0.97,Year 4,0,1,False,False,False,False,True
5753,24.1,Female,25000.0,1,4.65,83.9,1,13.3,0,1,4.8,3.74,4.0,3.97,Year 4,1,0,False,True,False,False,False
5754,18.0,Male,74189.0,1,5.61,84.3,1,34.8,0,0,2.2,4.0,4.0,4.0,Year 1,2,0,False,True,False,False,False
5755,20.6,Female,25000.0,1,4.38,75.8,2,41.5,1,1,7.3,2.9,3.31,3.29,Year 4,1,1,False,True,False,False,False
5756,18.7,Female,25000.0,1,3.31,72.6,3,45.7,0,1,4.6,2.99,2.73,2.73,Year 1,0,1,False,True,False,False,False
5757,22.3,Male,25000.0,1,3.95,76.1,3,32.3,1,1,2.9,0.0,0.0,0.0,Year 2,1,1,True,False,False,False,False
5758,20.3,Male,25000.0,1,4.09,80.0,1,37.3,1,0,8.9,3.55,3.45,3.48,Year 3,1,1,False,False,False,False,True
